week_ending_date,state,data_as_of,COVID_deaths_weekly,COVID_deaths_total,crude_COVID_rate_weekly,aa_COVID_rate_weekly,crude_COVID_rate_total,aa_COVID_rate_total,COVID_pct_of_total_weekly
2023/9/16,IL ,2024/12/5,34,40460,0.3,0.2,319.3,263.2,1.6
2023/9/23,IL ,2024/12/5,41,40501,0.3,0.3,319.6,263.5,1.9
2023/9/30,IL ,2024/12/5,37,40538,0.3,0.2,319.9,263.8,1.8
2023/10/7,IL ,2024/12/5,37,40575,0.3,0.2,320.2,264,1.8
2023/10/14,IL ,2024/12/5,30,40605,0.2,0.2,320.4,264.2,1.4
2023/10/21,IL ,2024/12/5,44,40649,0.3,0.3,320.8,264.5,2
2023/10/28,IL ,2024/12/5,49,40698,0.4,0.3,321.2,264.8,2.3
2023/11/4,IL ,2024/12/5,40,40738,0.3,0.3,321.5,265.1,1.8
2023/11/11,IL ,2024/12/5,57,40795,0.4,0.4,321.9,265.4,2.4
2023/11/18,IL ,2024/12/5,62,40857,0.5,0.4,322.4,265.9,2.9
2023/11/25,IL ,2024/12/5,79,40936,0.6,0.5,323.1,266.4,3.4
2023/12/2,IL ,2024/12/5,73,41009,0.6,0.5,323.6,266.8,3.1
2023/12/9,IL ,2024/12/5,75,41084,0.6,0.5,324.2,267.3,3.1
2023/12/16,IL ,2024/12/5,79,41163,0.6,0.5,324.8,267.9,3.2
2023/12/23,IL ,2024/12/5,85,41248,0.7,0.6,325.5,268.4,3.5
2023/12/30,IL ,2024/12/5,80,41328,0.6,0.5,326.2,268.9,3.4
2024/1/6,IL ,2024/12/5,81,41409,0.6,0.5,326.8,269.5,3.3
2024/1/13,IL ,2024/12/5,100,41509,0.8,0.7,327.6,270.1,4.1
2024/1/20,IL ,2024/12/5,73,41582,0.6,0.5,328.2,270.6,3
2024/1/27,IL ,2024/12/5,69,41651,0.5,0.5,328.7,271,2.9
2024/2/3,IL ,2024/12/5,44,41695,0.3,0.3,329,271.3,2
2024/2/10,IL ,2024/12/5,49,41744,0.4,0.3,329.4,271.7,2.2
2024/2/17,IL ,2024/12/5,35,41779,0.3,0.2,329.7,271.9,1.6
2024/2/24,IL ,2024/12/5,47,41826,0.4,0.3,330.1,272.2,2.1
2024/3/2,IL ,2024/12/5,42,41868,0.3,0.3,330.4,272.5,1.8
2024/3/9,IL ,2024/12/5,33,41901,0.3,0.2,330.7,272.7,1.5
2024/3/16,IL ,2024/12/5,39,41940,0.3,0.3,331,273,1.8
2024/3/23,IL ,2024/12/5,24,41964,0.2,0.2,331.2,273.1,1.2
2024/3/30,IL ,2024/12/5,24,41988,0.2,0.2,331.4,273.3,1.1
2024/4/6,IL ,2024/12/5,28,42016,0.2,0.2,331.6,273.5,1.3
2024/4/13,IL ,2024/12/5,15,42031,,,331.7,273.6,0.7
2024/4/20,IL ,2024/12/5,21,42052,0.2,0.1,331.9,273.7,1
2024/4/27,IL ,2024/12/5,10,42062,,,331.9,273.8,0.5
2024/5/4,IL ,2024/12/5,,42071,,,332,273.8,
2024/5/11,IL ,2024/12/5,10,42081,,,332.1,273.9,0.5
2024/5/18,IL ,2024/12/5,,42090,,,332.2,274,
2024/5/25,IL ,2024/12/5,,42096,,,332.2,274,
2024/6/1,IL ,2024/12/5,10,42106,,,332.3,274.1,0.5
2024/6/8,IL ,2024/12/5,,42109,,,332.3,274.1,
2024/6/15,IL ,2024/12/5,10,42119,,,332.4,274.1,0.5
2024/6/22,IL ,2024/12/5,,42125,,,332.4,274.2,
2024/6/29,IL ,2024/12/5,,42133,,,332.5,274.2,
2024/7/6,IL ,2024/12/5,12,42145,,,332.6,274.3,0.6
2024/7/13,IL ,2024/12/5,14,42159,,,332.7,274.4,0.7
2024/7/20,IL ,2024/12/5,11,42170,,,332.8,274.5,0.6
2024/7/27,IL ,2024/12/5,22,42192,0.2,0.1,333,274.6,1.1
2024/8/3,IL ,2024/12/5,29,42221,0.2,0.2,333.2,274.8,1.4
2024/8/10,IL ,2024/12/5,31,42252,0.2,0.2,333.4,275,1.5
2024/8/17,IL ,2024/12/5,41,42293,0.3,0.3,333.8,275.3,1.9
2024/8/24,IL ,2024/12/5,47,42340,0.4,0.3,334.1,275.6,2.3
2024/8/31,IL ,2024/12/5,40,42380,0.3,0.3,334.5,275.9,2
2024/9/7,IL ,2024/12/5,39,42419,0.3,0.3,334.8,276.1,2
2024/9/14,IL ,2024/12/5,43,42462,0.3,0.3,335.1,276.4,2.1
2024/9/21,IL ,2024/12/5,42,42504,0.3,0.3,335.4,276.7,2
2024/9/28,IL ,2024/12/5,30,42534,0.2,0.2,335.7,276.9,1.5
2024/10/5,IL ,2024/12/5,30,42564,0.2,0.2,335.9,277.1,1.4
2024/10/12,IL ,2024/12/5,33,42597,0.3,0.2,336.2,277.3,1.6
2024/10/19,IL ,2024/12/5,21,42618,0.2,0.1,336.3,277.5,1
2024/10/26,IL ,2024/12/5,18,42636,,,336.5,277.6,0.8
2024/11/2,IL ,2024/12/5,20,42656,0.2,0.1,336.6,277.7,0.9
2024/11/9,IL ,2024/12/5,15,42671,,,336.7,277.8,0.7
2024/11/16,IL ,2024/12/5,15,42686,,,336.9,277.9,0.8
2024/11/23,IL ,2024/12/5,10,42696,,,336.9,278,0.6
2024/11/30,IL ,2024/12/5,,42703,,,337,278,
2020/1/4,IN ,2024/12/5,0,0,0,0,0,0,0
2020/1/11,IN ,2024/12/5,0,0,0,0,0,0,0
2020/1/18,IN ,2024/12/5,0,0,0,0,0,0,0
2020/1/25,IN ,2024/12/5,0,0,0,0,0,0,0
2020/2/1,IN ,2024/12/5,0,0,0,0,0,0,0
2020/2/8,IN ,2024/12/5,0,0,0,0,0,0,0
2020/2/15,IN ,2024/12/5,0,0,0,0,0,0,0
2020/2/22,IN ,2024/12/5,0,0,0,0,0,0,0
2020/2/29,IN ,2024/12/5,0,0,0,0,0,0,0
2020/3/7,IN ,2024/12/5,0,0,0,0,0,0,0
2020/3/14,IN ,2024/12/5,0,0,0,0,0,0,0
2020/3/21,IN ,2024/12/5,16,16,,,,,1.2
2020/3/28,IN ,2024/12/5,52,68,0.8,0.7,1,0.9,3.6
2020/4/4,IN ,2024/12/5,159,227,2.3,1.9,3.3,2.8,10.2
2020/4/11,IN ,2024/12/5,239,466,3.5,3,6.8,5.8,14.7
2020/4/18,IN ,2024/12/5,259,725,3.8,3.2,10.7,9,17.4
2020/4/25,IN ,2024/12/5,304,1029,4.5,3.8,15.1,12.9,19.2
2020/5/2,IN ,2024/12/5,286,1315,4.2,3.7,19.3,16.6,18.8
2020/5/9,IN ,2024/12/5,259,1574,3.8,3.3,23.1,19.9,16.5
2020/5/16,IN ,2024/12/5,253,1827,3.7,3.2,26.8,23.1,16.3
2020/5/23,IN ,2024/12/5,196,2023,2.9,2.5,29.7,25.6,13.5
2020/5/30,IN ,2024/12/5,139,2162,2,1.7,31.8,27.3,10
2020/6/6,IN ,2024/12/5,128,2290,1.9,1.6,33.6,28.9,9.2
2020/6/13,IN ,2024/12/5,121,2411,1.8,1.5,35.4,30.4,8.7
2020/6/20,IN ,2024/12/5,111,2522,1.6,1.4,37.1,31.9,8.3
2020/6/27,IN ,2024/12/5,81,2603,1.2,1.1,38.2,32.9,5.9
2020/7/4,IN ,2024/12/5,69,2672,1,0.9,39.3,33.8,5.1
2020/7/11,IN ,2024/12/5,80,2752,1.2,1,40.4,34.8,6
2020/7/18,IN ,2024/12/5,62,2814,0.9,0.8,41.3,35.6,4.5
2020/7/25,IN ,2024/12/5,75,2889,1.1,1,42.4,36.5,5.7
2020/8/1,IN ,2024/12/5,80,2969,1.2,1,43.6,37.5,5.9
2020/8/8,IN ,2024/12/5,71,3040,1,0.9,44.7,38.4,5.3
2020/8/15,IN ,2024/12/5,101,3141,1.5,1.3,46.2,39.7,7.4
2020/8/22,IN ,2024/12/5,93,3234,1.4,1.2,47.5,40.9,7
2020/8/29,IN ,2024/12/5,78,3312,1.1,1,48.7,41.9,5.8
2020/9/5,IN ,2024/12/5,67,3379,1,0.8,49.6,42.7,5.4
2020/9/12,IN ,2024/12/5,85,3464,1.2,1,50.9,43.8,6.4
2020/9/19,IN ,2024/12/5,93,3557,1.4,1.2,52.3,44.9,6.7
2020/9/26,IN ,2024/12/5,93,3650,1.4,1.2,53.6,46.2,6.6
2020/10/3,IN ,2024/12/5,131,3781,1.9,1.6,55.6,47.8,9.5
2020/10/10,IN ,2024/12/5,123,3904,1.8,1.6,57.4,49.4,8.7
2020/10/17,IN ,2024/12/5,189,4093,2.8,2.4,60.1,51.8,12.6
2020/10/24,IN ,2024/12/5,204,4297,3,2.6,63.1,54.3,13.5
2020/10/31,IN ,2024/12/5,256,4553,3.8,3.3,66.9,57.7,16.2
2020/11/7,IN ,2024/12/5,314,4867,4.6,4,71.5,61.7,19.4
2020/11/14,IN ,2024/12/5,357,5224,5.2,4.6,76.8,66.3,21.1
2020/11/21,IN ,2024/12/5,517,5741,7.6,6.5,84.4,72.8,27.3
2020/11/28,IN ,2024/12/5,593,6334,8.7,7.5,93.1,80.3,30
2020/12/5,IN ,2024/12/5,607,6941,8.9,7.7,102,88,31.9
2020/12/12,IN ,2024/12/5,714,7655,10.5,9.1,112.5,97.1,34.3
2020/12/19,IN ,2024/12/5,668,8323,9.8,8.5,122.3,105.6,32.9
2020/12/26,IN ,2024/12/5,612,8935,9,7.9,131.3,113.5,30.7
2021/1/2,IN ,2024/12/5,644,9579,9.5,8.2,140.7,121.6,31.8
2021/1/9,IN ,2024/12/5,549,10128,8.1,6.9,148.8,128.5,28.4
2021/1/16,IN ,2024/12/5,483,10611,7.1,6.2,155.9,134.7,25.5
2021/1/23,IN ,2024/12/5,425,11036,6.2,5.4,162.2,140,23.9
2021/1/30,IN ,2024/12/5,379,11415,5.6,4.7,167.7,144.8,23.2
2021/2/6,IN ,2024/12/5,291,11706,4.3,3.6,172,148.4,18.4
2021/2/13,IN ,2024/12/5,193,11899,2.8,2.4,174.8,150.8,13
2021/2/20,IN ,2024/12/5,162,12061,2.4,2,177.2,152.9,11.2
2021/2/27,IN ,2024/12/5,129,12190,1.9,1.5,179.1,154.4,9.1
2021/3/6,IN ,2024/12/5,114,12304,1.7,1.4,180.8,155.8,8.1
2021/3/13,IN ,2024/12/5,85,12389,1.2,1.1,182,156.9,6.2
2021/3/20,IN ,2024/12/5,62,12451,0.9,0.8,182.9,157.7,4.8
2021/3/27,IN ,2024/12/5,56,12507,0.8,0.7,183.8,158.3,4.4
2021/4/3,IN ,2024/12/5,59,12566,0.9,0.7,184.6,159.1,4.7
2021/4/10,IN ,2024/12/5,51,12617,0.7,0.6,185.4,159.7,3.8
2021/4/17,IN ,2024/12/5,75,12692,1.1,1,186.5,160.6,5.5
2021/4/24,IN ,2024/12/5,50,12742,0.7,0.6,187.2,161.3,3.9
2021/5/1,IN ,2024/12/5,68,12810,1,0.8,188.2,162.1,5.1
2021/5/8,IN ,2024/12/5,73,12883,1.1,0.9,189.3,163,5.6
2021/5/15,IN ,2024/12/5,74,12957,1.1,0.9,190.4,163.9,5.9
2021/5/22,IN ,2024/12/5,77,13034,1.1,0.9,191.5,164.9,5.7
2021/5/29,IN ,2024/12/5,70,13104,1,0.9,192.5,165.8,5.2
2021/6/5,IN ,2024/12/5,69,13173,1,0.8,193.6,166.6,5
2021/6/12,IN ,2024/12/5,51,13224,0.7,0.6,194.3,167.2,3.9
2021/6/19,IN ,2024/12/5,47,13271,0.7,0.6,195,167.8,3.4
2021/6/26,IN ,2024/12/5,49,13320,0.7,0.6,195.7,168.4,3.9
2021/7/3,IN ,2024/12/5,35,13355,0.5,0.4,196.2,168.8,2.7
2021/7/10,IN ,2024/12/5,38,13393,0.6,0.5,196.8,169.3,2.8
2021/7/17,IN ,2024/12/5,30,13423,0.4,0.4,197.2,169.7,2.3
2021/7/24,IN ,2024/12/5,29,13452,0.4,0.4,197.6,170.1,2.4
2021/7/31,IN ,2024/12/5,53,13505,0.8,0.7,198.4,170.7,4
2021/8/7,IN ,2024/12/5,76,13581,1.1,1,199.5,171.7,5.7
2021/8/14,IN ,2024/12/5,98,13679,1.4,1.2,201,172.9,7
2021/8/21,IN ,2024/12/5,155,13834,2.3,2,203.3,175,10.5
2021/8/28,IN ,2024/12/5,194,14028,2.9,2.5,206.1,177.5,12.7
2021/9/4,IN ,2024/12/5,226,14254,3.3,2.8,209.4,180.3,14.6
2021/9/11,IN ,2024/12/5,294,14548,4.3,3.7,213.8,184,17.9
2021/9/18,IN ,2024/12/5,321,14869,4.7,4.1,218.5,188,19.1
2021/9/25,IN ,2024/12/5,316,15185,4.6,4,223.1,192,18.5
2021/10/2,IN ,2024/12/5,286,15471,4.2,3.5,227.3,195.5,17.2
2021/10/9,IN ,2024/12/5,264,15735,3.9,3.2,231.2,198.8,16.4
2021/10/16,IN ,2024/12/5,232,15967,3.4,2.9,234.6,201.7,14.7
2021/10/23,IN ,2024/12/5,229,16196,3.4,2.8,238,204.5,14.7
2021/10/30,IN ,2024/12/5,186,16382,2.7,2.3,240.7,206.8,11.5
2021/11/6,IN ,2024/12/5,183,16565,2.7,2.3,243.4,209.1,11.6
2021/11/13,IN ,2024/12/5,189,16754,2.8,2.4,246.2,211.5,11.8
2021/11/20,IN ,2024/12/5,190,16944,2.8,2.4,249,213.9,11.8
2021/11/27,IN ,2024/12/5,241,17185,3.5,3,252.5,216.9,14.2
2021/12/4,IN ,2024/12/5,288,17473,4.2,3.6,256.7,220.5,17.2
2021/12/11,IN ,2024/12/5,385,17858,5.7,4.9,262.4,225.4,21
2021/12/18,IN ,2024/12/5,419,18277,6.2,5.2,268.5,230.6,22.7
2021/12/25,IN ,2024/12/5,455,18732,6.7,5.5,275.2,236.2,24.6
2022/1/1,IN ,2024/12/5,474,19206,7,5.8,282.2,242,26.3
2022/1/8,IN ,2024/12/5,460,19666,6.8,5.8,289,247.7,24.4
2022/1/15,IN ,2024/12/5,565,20231,8.3,7,297.3,254.7,27.2
2022/1/22,IN ,2024/12/5,541,20772,7.9,6.8,305.2,261.5,27.8
2022/1/29,IN ,2024/12/5,479,21251,7,6,312.2,267.5,25.2
2022/2/5,IN ,2024/12/5,405,21656,6,5.1,318.2,272.7,22
2022/2/12,IN ,2024/12/5,342,21998,5,4.2,323.2,276.9,19.8
2022/2/19,IN ,2024/12/5,299,22297,4.4,3.7,327.6,280.6,18.3
2022/2/26,IN ,2024/12/5,179,22476,2.6,2.2,330.2,282.8,11.3
2022/3/5,IN ,2024/12/5,130,22606,1.9,1.7,332.1,284.5,8.9
2022/3/12,IN ,2024/12/5,120,22726,1.8,1.5,333.9,286,8.7
2022/3/19,IN ,2024/12/5,61,22787,0.9,0.8,334.8,286.7,4.4
2022/3/26,IN ,2024/12/5,65,22852,1,0.8,335.8,287.5,5
2022/4/2,IN ,2024/12/5,51,22903,0.7,0.6,336.5,288.1,3.7
2022/4/9,IN ,2024/12/5,30,22933,0.4,0.4,337,288.5,2.4
2022/4/16,IN ,2024/12/5,32,22965,0.5,0.4,337.4,288.9,2.5
2022/4/23,IN ,2024/12/5,33,22998,0.5,0.4,337.9,289.3,2.5
2022/4/30,IN ,2024/12/5,31,23029,0.5,0.4,338.4,289.7,2.4
2022/5/7,IN ,2024/12/5,20,23049,0.3,0.3,338.7,290,1.5
2022/5/14,IN ,2024/12/5,36,23085,0.5,0.4,339.2,290.4,2.9
2022/5/21,IN ,2024/12/5,39,23124,0.6,0.5,339.8,290.9,3.1
2022/5/28,IN ,2024/12/5,33,23157,0.5,0.4,340.2,291.3,2.6
2022/6/4,IN ,2024/12/5,38,23195,0.6,0.5,340.8,291.8,3
2022/6/11,IN ,2024/12/5,40,23235,0.6,0.5,341.4,292.3,3.1
2022/6/18,IN ,2024/12/5,39,23274,0.6,0.5,342,292.8,3.1
2022/6/25,IN ,2024/12/5,46,23320,0.7,0.6,342.6,293.4,3.3
2022/7/2,IN ,2024/12/5,50,23370,0.7,0.6,343.4,294.1,3.8
2022/7/9,IN ,2024/12/5,36,23406,0.5,0.5,343.9,294.5,2.7
2022/7/16,IN ,2024/12/5,56,23462,0.8,0.7,344.7,295.2,4
2022/7/23,IN ,2024/12/5,68,23530,1,0.8,345.7,296.1,5
2022/7/30,IN ,2024/12/5,71,23601,1,0.9,346.8,297,5.3
2022/8/6,IN ,2024/12/5,72,23673,1.1,0.9,347.8,297.9,5.2
2022/8/13,IN ,2024/12/5,66,23739,1,0.9,348.8,298.8,5
2022/8/20,IN ,2024/12/5,76,23815,1.1,1,349.9,299.7,5.6
2022/8/27,IN ,2024/12/5,74,23889,1.1,0.9,351,300.7,5.2
2022/9/3,IN ,2024/12/5,69,23958,1,0.9,352,301.5,5
2022/9/10,IN ,2024/12/5,63,24021,0.9,0.8,352.9,302.3,4.8
2022/9/17,IN ,2024/12/5,54,24075,0.8,0.7,353.7,303,4
2022/9/24,IN ,2024/12/5,57,24132,0.8,0.7,354.6,303.7,4.3
2022/10/1,IN ,2024/12/5,48,24180,0.7,0.6,355.3,304.4,3.5
2022/10/8,IN ,2024/12/5,36,24216,0.5,0.4,355.8,304.8,2.5
2022/10/15,IN ,2024/12/5,42,24258,0.6,0.5,356.4,305.3,3
2022/10/22,IN ,2024/12/5,53,24311,0.8,0.7,357.2,306,3.7
2022/10/29,IN ,2024/12/5,56,24367,0.8,0.7,358,306.7,4
2022/11/5,IN ,2024/12/5,61,24428,0.9,0.8,358.9,307.5,4.4
2022/11/12,IN ,2024/12/5,57,24485,0.8,0.7,359.8,308.3,4.2
2022/11/19,IN ,2024/12/5,47,24532,0.7,0.6,360.4,308.9,3.3
2022/11/26,IN ,2024/12/5,49,24581,0.7,0.6,361.2,309.5,3.3
2022/12/3,IN ,2024/12/5,60,24641,0.9,0.8,362,310.2,4.1
2022/12/10,IN ,2024/12/5,77,24718,1.1,1,363.2,311.2,4.9
2022/12/17,IN ,2024/12/5,83,24801,1.2,1.1,364.4,312.3,5.1
2022/12/24,IN ,2024/12/5,95,24896,1.4,1.2,365.8,313.5,5.9
2022/12/31,IN ,2024/12/5,102,24998,1.5,1.3,367.3,314.7,6.4
2023/1/7,IN ,2024/12/5,88,25086,1.3,1.1,368.6,315.9,5.8
2023/1/14,IN ,2024/12/5,64,25150,0.9,0.8,369.5,316.7,4.2
2023/1/21,IN ,2024/12/5,58,25208,0.9,0.7,370.4,317.4,4.1
2023/1/28,IN ,2024/12/5,45,25253,0.7,0.6,371,318,3.3
2023/2/4,IN ,2024/12/5,45,25298,0.7,0.6,371.7,318.5,3.3
2023/2/11,IN ,2024/12/5,43,25341,0.6,0.5,372.3,319.1,3.2
2023/2/18,IN ,2024/12/5,39,25380,0.6,0.5,372.9,319.6,2.8
2023/2/25,IN ,2024/12/5,40,25420,0.6,0.5,373.5,320.1,2.9
2023/3/4,IN ,2024/12/5,38,25458,0.6,0.5,374.1,320.6,2.8
2023/3/11,IN ,2024/12/5,37,25495,0.5,0.5,374.6,321,2.8
2023/3/18,IN ,2024/12/5,49,25544,0.7,0.6,375.3,321.6,3.4
2023/3/25,IN ,2024/12/5,38,25582,0.6,0.5,375.9,322.1,2.8
2023/4/1,IN ,2024/12/5,32,25614,0.5,0.4,376.3,322.5,2.5
2023/4/8,IN ,2024/12/5,26,25640,0.4,0.3,376.7,322.9,1.9
2023/4/15,IN ,2024/12/5,29,25669,0.4,0.4,377.2,323.3,2.1
2023/4/22,IN ,2024/12/5,33,25702,0.5,0.4,377.6,323.7,2.4
2023/4/29,IN ,2024/12/5,16,25718,,,377.9,323.9,1.2
2023/5/6,IN ,2024/12/5,18,25736,,,378.1,324.1,1.3
2023/5/13,IN ,2024/12/5,18,25754,,,378.4,324.3,1.4
2023/5/20,IN ,2024/12/5,16,25770,,,378.6,324.5,1.3
2023/5/27,IN ,2024/12/5,,25779,,,378.8,324.6,
2023/6/3,IN ,2024/12/5,16,25795,,,379,324.8,1.2
